,strat_id,init_cash,buy_prop,sell_prop,fractional,commission,stop_loss,stop_trail,take_profit,execution_type,channel,symbol,allow_short,short_max,add_cash_amount,add_cash_freq,invest_div,upper_band,sar_period,af,afmax,rsi_period,rsi_upper,rsi_lower,rtot,ravg,rnorm,rnorm100,len,drawdown,moneydown,max,maxdrawdown,maxdrawdownperiod,sharperatio,pnl,final_value,total,win_rate,won,lost,won_avg,won_avg_prcnt,lost_avg,lost_avg_prcnt,won_max,won_max_prcnt,lost_max,lost_max_prcnt
0,0,100000,1,1,True,0,0,2,0,close,,,False,1.5,0,M,True,Upper_Band,14,0.05,0.5,14,70,50,0.38359856928961844,0.0017759193022667521,0.564445838017046,56.444583801704596,771,19.337386677215115,35181.976588539575,"AutoOrderedDict([('len', 1594), ('drawdown', 39.93769778955062), ('moneydown', 45044.26405339291)])",37.06624842914583,64,1.012526656027954,46755.62,146755.62012918986,12,0.6666666666666666,8,3,16846.036764314216,16.846036764314213,-17670.756001442587,-17.670756001442587,30254.86268643158,30.254862686431583,-22988.942972855057,-22.988942972855057
